# driver=heuristic_weighted_average hz=14.08 rows=12691 runs=34
# 34 training seeds, WeightedAverage controller, applied_steer after smoothing.
# Steering resampled to hz by nearest sample. Difference WITHIN a run, never across runs.
driver,run,steering,speed
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2023,7.929
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.197,8.09
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.194,8.103
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.1863,8.093
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.1814,8.247
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.1745,8.257
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.1674,8.396
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.1618,8.486
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.1543,8.476
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.1491,8.672
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.1438,8.729
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.1381,8.835
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.1298,9.019
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.1231,9.135
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.1107,9.259
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.0795,9.337
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.0651,9.429
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.0511,9.508
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.0414,9.561
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.0381,9.623
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.0677,9.663
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.0585,9.706
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.0526,9.734
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.0465,9.759
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.0385,9.754
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.0313,9.748
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.0265,9.763
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.0225,9.759
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.0184,9.754
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.0178,9.749
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.0189,9.545
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.0236,9.401
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.0286,9.196
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.0319,8.939
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.0479,8.846
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.0665,8.476
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2295,8.466
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.238,8.11
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2474,8.098
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.256,7.881
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2625,7.848
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2716,7.833
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.276,7.619
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2856,7.468
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2924,7.457
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3026,7.441
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3144,7.424
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3244,7.185
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3391,7.167
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3513,7.153
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3691,7.041
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3837,6.78
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.4003,6.758
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.4105,6.742
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.4225,6.721
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.4327,6.7
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.439,6.683
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.4458,6.662
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.4498,6.646
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.4538,6.625
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.4553,6.609
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.4579,6.588
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.4586,6.572
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.4649,6.551
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.4592,6.535
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.4399,6.517
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.4249,6.58
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.4045,6.683
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3841,6.67
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3742,6.834
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3488,6.936
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3048,6.928
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2887,7.093
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2781,7.201
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2652,7.19
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2525,7.469
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2424,7.537
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2311,7.911
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.21,8.177
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.0986,8.471
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.0923,8.659
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.0842,8.874
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.0766,9.012
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.0611,9.141
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.0305,8.933
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,0.0846,8.589
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,0.1467,8.33
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,0.172,8.007
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,0.1927,7.861
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,0.2182,7.65
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,0.2431,7.391
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,0.2617,7.291
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,0.2856,7.143
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,0.297,6.927
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,0.3231,6.779
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,0.3412,6.763
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,0.3491,6.75
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,0.3649,6.734
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,0.3704,6.721
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,0.3413,6.705
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,0.343,6.697
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,0.3437,6.684
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,0.3423,6.674
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,0.3364,6.834
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,0.3237,7.206
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,0.3073,7.485
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,0.2631,7.858
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,0.1637,8.123
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,0.1438,8.422
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,0.119,8.613
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,0.0855,8.831
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,0.0586,8.889
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,0.0015,8.568
