# driver=ppo_car_009_bc_sampling hz=14.08 rows=8125 runs=10
# Ten held-out seeds, selected through results/rl/trace_manifest.json.
# Steering resampled to hz by nearest sample. Difference WITHIN a run, never across runs.
driver,run,steering,speed
ppo_car_009_bc_sampling,seed1001,0.10082,9.59701
ppo_car_009_bc_sampling,seed1001,0.18293,9.60759
ppo_car_009_bc_sampling,seed1001,0.2638,9.60305
ppo_car_009_bc_sampling,seed1001,0.05347,9.59827
ppo_car_009_bc_sampling,seed1001,-0.24833,9.61079
ppo_car_009_bc_sampling,seed1001,-0.34347,9.62686
ppo_car_009_bc_sampling,seed1001,-0.20278,9.66222
ppo_car_009_bc_sampling,seed1001,-0.37455,9.67587
ppo_car_009_bc_sampling,seed1001,-0.21084,9.66728
ppo_car_009_bc_sampling,seed1001,-0.17042,9.67202
